Unnamed: 0,What was the purpose of your journey?,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
en,,,Business / Professional reason,Neutral,,Mobile App,No,Very satisfied,,,Satisfied,,Yes,Satisfied,,Satisfied,,,,,,6,,,,GVA,LUX,,Single
en,,,Business / Professional reason,Unsatisfied,Nein ,Website luxair.lu,Yes,Neutral,Neutral,Nein ,Neutral,,No,,,Neutral,,Neutral,,Neutral,,7,,,,VIE,,,
en,Leisure / Holiday,,,Satisfied,,Website luxair.lu,,Very satisfied,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,7,,,,MAD,LUX,LIGHT,Single
fr,Leisure / Holiday,,,Neutral,Je n ai jamais reçu la preuve de mon enregistrement 🙃,Website luxair.lu,Yes,Very unsatisfied,Satisfied,Je n ai pas reçu de preuve de mon enregistrement. Ça arrive a dit la préposée !!!,Satisfied,,Yes,Satisfied,,Satisfied,,Neutral,Un choix de sandwichs pour chacun,Very satisfied,,7,,Je cherche....,,LUX,BCN,SMART,Single
en,,,Business / Professional reason,Satisfied,,Check-In counter at the airport,Yes,,Unsatisfied,Only one desk open and available from 1 hour 50’ before the flight. Not enough ,Satisfied,,Yes,Very satisfied,,Neutral,Board the back of the aircraft and business passengers first,Satisfied,,Very satisfied,,7,,Reduce the amount of on board announcements. Increase the pitch between passenger seats. Use the 737 or bigger aircraft more often on the MXP-Lux route ,,MXP,,,
fr,Leisure / Holiday,,,Satisfied,,Website luxair.lu,Yes,Satisfied,Neutral,"pour plus de rapidité et fluidité à l'enregistrement des bagages, il serait opportun d'isoler ou d'écarter les voyageurs ""compliqués"" '( ex : très gros bagages, animaux, docs pas prêts, objets non autorisés (liquides) etc",Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,7,,stop les vols à 6h du matin au Lux !! obligation de prendre un hotel à proximité de l'aéroport ! pour un vol de 2h30 et une nuit de ... qques heures,,FAO,LUX,SMART,Couple
de,Leisure / Holiday,,,Satisfied,,Mobile App,Yes,Very satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Unsatisfied,Die Stewardessen haben sich waehrend fast 2 Stunden auf die hinteren Sitze gesetzt und laut gelacht und geredet. Obwohl die Passagiere schlafen wollten. Dies war sehr störend!! ,Satisfied,,7,,Die Stewardessen sollen die Passagiere berücksichtigen und ihre Arbeit machen,,LUX,ACE,SMART,Couple
en,,"Visiting family, friends or relatives",,Neutral,The flight was late so better communication of this at Madrid airport,Website luxair.lu,No,Neutral,,No,Satisfied,,No,,,Neutral,Slow which meant further delay,Satisfied,,,,7,,Please do not cancel flights. Improve your on arrival times,,MAD,,,
de,,"Visiting family, friends or relatives",,Very unsatisfied,Ich habe meine Gitarre mitgenommen. Das kostet 75 Euro pro Flug. Das ist absolut zu teuer. Im Flieger wäre dafür noch Platz gewesen. Was kann man da machen?,Website luxair.lu,Yes,Very unsatisfied,Neutral,"Hätte man nicht vorher checken können, ob neben mir Platz für die Gitarre war. 150 Wuro alleine für eine Gitarre ist absolut unverschämt. ",Very unsatisfied,,No,,,Very unsatisfied,,Very unsatisfied,Super Landung trotz Wind. Super Pilot!!!,Very unsatisfied,,7,,,,LUX,LCY,SMART,Single
en,,,Business / Professional reason,Very satisfied,,Mobile App,No,Satisfied,,,Neutral,,No,,,Satisfied,,Neutral,Being on time. Too many delayed flight,,,7,,Being on time ,,LUX,MXP,LIGHT,Single
fr,,,Business / Professional reason,Unsatisfied,L'avion ayant eu du retard je pense que les bagages sont restés sous la pluie compte tenu de l'état dans lequel j'ai récupéré ma valise. (vêtements trempés à l'intérieur),Website luxair.lu,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Neutral,"Lorsqu'il pleut, le fait d'accéder à l'avion en passant par l'extérieur n'est pas top. Je sais qu'il est difficile de faire autrement pour ce type d'aéronef.",Satisfied,,Neutral,Temps de récupération plus long que d'habitude.  Les vêtements à l'intérieur étaient trempés (ce n'est pas la première fois que je voyage quand il pleut) donc je pense que ma valise est restée longtemps sous la pluie à l'embarquement à Luxembourg puisqu'il ne pleuvait pas à l'arrivée à Milan,7,,Garantir la mise à l'abris des valises par temps de pluie,,LUX,MXP,SMART,Single
de,,"Visiting family, friends or relatives",,Neutral,Gate Informationen  Lounge Informationen   Verspätung früher mitteilen,Mobile App,No,Satisfied,,,Satisfied,,Yes,Neutral,Zu voll  Limitierte Auswahl an Speisen  Keine warme Speisen,Unsatisfied,"Boarding war 30 Minuten zu spät, trotzdem wurde keine Verspätung oder Erklärung mitgeteilt ",Satisfied,,,,7,,Besser erklären dass und warum es zu Verspätung kommt. Vielleicht auch eine Entschuldigung dafür,,LUX,HAM,LIGHT,Single
de,Leisure / Holiday,,,Satisfied,,Website luxair.lu,Yes,Satisfied,Unsatisfied,KEIN DROPOFF Schalter um das Gepäck aufzugeben.   Gibt es wahrscheinlich nur in Luxemburg .    Personal im INFO könnte auch etwas freundlicher sein.,Satisfied,,Yes,Neutral,,Neutral,,Satisfied,,Very satisfied,,7,,"Dass, wen man Luxair anruft , abgehoben wird und man nicht einige Tage versuchen muss bis man eine Person ans Telefon bekommt.    Das selbe gilt für E-Mails.  Bekommt man von Luxair die Antwort wenn der Flug schonn lange vorbei ist.     Bei den Flugpreisen könnte Luxair villeicht Personal einstellen anstelle Personal einsparen zu wollen.    Die Kunden würdens Danken.",,LUX,AGP,SMART,Couple
en,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,Yes,Very satisfied,Satisfied,,Satisfied,,No,,,Very satisfied,,Satisfied,,Very satisfied,,7,,,,LUX,FCO,SMART,Single
de,,"Visiting family, friends or relatives",,Unsatisfied,Einen deutlcheren Hinweis auf die Verwendung des Weihnachts-Rabattcodes der mir entgangen ist trotzdem ich die Voraussetzungen dazu erfüllt hatte.,Mobile App,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Satisfied,,Unsatisfied,Koffergriff war abgerissen und muss jetzt ersetzt werden,7,,,,ARN,LUX,SMART,Couple
fr,,"Visiting family, friends or relatives",,Satisfied,,Website luxair.lu,No,Satisfied,,,Satisfied,,No,,,Satisfied,,Very satisfied,,,,7,Je serais encline à recommander mais les prix sont souvent trop élevés pour la qualité du service proposé. ,Un bagage (même petit) inclus dans le prix,,LUX,FCO,LIGHT,Couple
en,,"Visiting family, friends or relatives",,Very satisfied,,Mobile App,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Neutral,"The flight attendants were not nice to the passengers, a bit sarcastic / mean",Unsatisfied,"The flight attendants were not nice to the passengers, one of them was sarcastic and mean. I understand we are flying on the 24th Dec but it is bot the passengers’ fault",Satisfied,,7,,,,LUX,MAD,SMART,Single
en,,"Visiting family, friends or relatives",,Satisfied,,Website luxair.lu,No,Neutral,,Less clicks ,Unsatisfied,Long queu. Most of the lines closed,No,,,Satisfied,,Satisfied,,,,7,,Ryanair had Friday and Sunday flights to malta. You could go for a weekend and they were always full although they treat you like cattle. ,,LUX,MLA,LIGHT,Single
en,,"Visiting family, friends or relatives",,Very satisfied,,Mobile App,No,Very satisfied,,,Satisfied,,No,,,Neutral,I was asked to put my duty free bag (which included only bottles of Cremant bought at the duty free shop at the Lux airport) inside of my carry on as it was considered as an “extra” baggage. That was the first time anyone has told me that the duty free bag was considered as an extra baggage.,Satisfied,,,,7,,"Offer vegan/lactose/gluten free options instead of only sandwiches, considering prices paid for the flights. ",,LUX,MAD,LIGHT,Single
de,Leisure / Holiday,,,Satisfied,,Mobile App,No,Neutral,,"Bar Code funktion verbessern,klappte nicht ",Satisfied,,No,,,Neutral,,Satisfied,,,,7,,,,PMI,,,
en,Leisure / Holiday,,,Unsatisfied,"Check in, or in my case just drop off with fast lane took 1:30 mins. So I wasn’t able to go to the paid for lounge. The airport was just full. Get more personal. ",Website luxair.lu,Yes,Very unsatisfied,Neutral,You need more employees to handle that many people. Employees to guide people in the correct check-in lines and have a plan B in case of sick employees. Which we were told was the problem on that day.,Very satisfied,,No,,,Satisfied,,Satisfied,,Very satisfied,,7,,Make sure there are no long waiting lines for drop off/ check in ,,LUX,LCY,FLEX,Single
en,,"Visiting family, friends or relatives",,Neutral,Vous ne parlez Pas français (french language)  Et on ne comprend pas vos offres...,Website luxair.lu,No,Neutral,,Parlez Français et les mails en français ,Neutral,,No,,,Unsatisfied,C'est OK,Unsatisfied,C'est OK,,,7,,?????? No speak english....,,NCE,LUX,SMART,Single
en,,"Visiting family, friends or relatives",,Satisfied,,Website luxair.lu,Yes,Satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,7,,,,LUX,BCN,SMART,Couple
en,,,Business / Professional reason,Very satisfied,,Mobile App,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Satisfied,,,,7,,Price too higher vs low cost companies on short-flights,,LUX,MXP,FLEX,Single
en,,"Visiting family, friends or relatives",,Satisfied,,Mobile App,No,Satisfied,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,7,,Extend the duty free area and propose more space to chill or eat with qualitative food ,,LUX,MPL,LIGHT,Couple
fr,,"Visiting family, friends or relatives",,Satisfied,,Website luxair.lu,Yes,Very satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Very satisfied,,Very satisfied,,7,,,,DWC,LUX,SMART,Single
fr,,"Visiting family, friends or relatives",,Unsatisfied,No,Website luxair.lu,No,Very satisfied,,,Neutral,,No,,,Satisfied,,Satisfied,,,,8,,,,LUX,MUC,SMART,Single
en,Leisure / Holiday,,,Neutral,,Mobile App,Yes,Neutral,Very satisfied,Possibility to select a seat without extra costs when checking in,Satisfied,,No,,,Satisfied,,Neutral,,Satisfied,,8,,Modernisaation your fileet (more aircrafts with jet engines),,LUX,,,
en,,,Business / Professional reason,Neutral,"This question is not applicable to me as I did not book flight with LuxAir, I was put on it by KLM who canceled my previous route. And I did nit received any prior information, even at check-in persons did not know about me (that probably due to miscommunication between two companies)",Check-In counter at the airport,Yes,,Satisfied,,Very unsatisfied,"2 opened points out of 10. 40 min queuing and then closed doors in from of us with request go to THE END of another queue (20 min before boarding time).    On top of this, this was a stop-over(!) I should simply go through transfer zone. But because LuxAir does not have an agreement with Wideroe and my luggage cannot be transferred from one flight to another without me, I had to pick it up, check-in again and go through security again.",No,,,Very satisfied,,Very satisfied,,Very satisfied,,8,,Transfer my luggage from Wideroi flight from Bergen to LuxAir flight to Luxembourg without me.,,HAM,,,
en,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Satisfied,,No,,,Very satisfied,,Very satisfied,,,,8,,Vegan food options,,FUE,LUX,LIGHT,Single
en,,,Business / Professional reason,Very satisfied,,Website luxair.lu,No,Neutral,,"Yes - the sms could take you to the App, rather than online. Or when trying to check in on the app, it ready and not having to first add the booking code. ",Very satisfied,,Yes,Neutral,,Satisfied,,Very satisfied,,,,8,,,,LUX,CPH,SMART,Single
de,Leisure / Holiday,"Visiting family, friends or relatives",,Very unsatisfied,,Website luxair.lu,Yes,Very unsatisfied,Very unsatisfied,Ist okay,Very unsatisfied,Alles okay ,,,,Very unsatisfied,Nein,Very unsatisfied,Nein,Very unsatisfied,Nein,8,,Nichts,,LUX,CPH,SMART,Couple
fr,Leisure / Holiday,,,Satisfied,,Mobile App,No,Satisfied,,,Satisfied,,No,,,Neutral,,Satisfied,,,,8,,,,LUX,TFS,SMART,Single
en,,"Visiting family, friends or relatives",,,,Website luxair.lu,Yes,Very satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,8,,,,MUC,LUX,SMART,Single
en,,,Business / Professional reason,Satisfied,,Check-In counter at the airport,Yes,,Very satisfied,,Satisfied,,Yes,Satisfied,,Satisfied,,Satisfied,,Unsatisfied,To not broke it .,8,,,,OTP,LUX,SMART,Single
fr,Leisure / Holiday,,,Satisfied,,Check-In counter at the airport,Yes,,,,Very satisfied,,No,,,Very satisfied,,,,Satisfied,,8,,L'utilisation des débarquements directs à l'arrivée à Luxembourg et non les transferts par bus.  Trop lents et inconfortables. A proscrire.,,LUX,AGP,FLEX,Couple
en,,,Business / Professional reason,Satisfied,,Mobile App,No,Neutral,,Have my Miles & More number directly added when doing checkin,Very satisfied,,No,,,Very satisfied,,Very satisfied,,,,8,,,,GVA,,,
en,Leisure / Holiday,,,Very satisfied,,Mobile App,No,Satisfied,,,Very satisfied,,No,,,Satisfied,,Satisfied,,,,8,,"The food was really poor for a flight of 6,5 hours and with a minimum price of 379 Eur.... You need to improve the food on board, compared to other airlines like it is very poor",,LUX,BVC,LIGHT,Single
en,,"Visiting family, friends or relatives",,Unsatisfied,,Website luxair.lu,No,Unsatisfied,,too many counters where closed on this big departure day,Very satisfied,,No,,,Unsatisfied,,Satisfied,,,,8,,,,LUX,CPH,SMART,Family
en,,,Business / Professional reason,Very satisfied,,Mobile App,No,Satisfied,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,8,,,,LUX,,,
en,,,Business / Professional reason,Satisfied,,Mobile App,No,Satisfied,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,8,,,,LUX,MXP,SMART,Single
en,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Neutral,,Very satisfied,,Very satisfied,,8,,,,BUD,LUX,SMART,Single
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,No,Satisfied,,,Satisfied,,No,,,Neutral,No airport bus please,Satisfied,,,,8,,No airport bus please,,LUX,LCY,LIGHT,Single
en,Leisure / Holiday,,,Satisfied,,Website luxair.lu,No,Satisfied,,,Satisfied,,No,,,Very satisfied,,Satisfied,,,,8,,More food and drinks,,LUX,VIE,LIGHT,Mini Group
en,Leisure / Holiday,,,Neutral,,Check-In counter at the airport,Yes,,Very satisfied,,Very satisfied,,No,,,Neutral,,Very satisfied,,Very satisfied,,8,,,,ANR,LCY,SMART,Couple
en,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,,,8,,Luxair recently changed the sandwiches that are offered on the plane. The sandwich with ham is really of low quality. Please introduce proper bread and ham and not this minced meat ham that is really not the standard of Luxair. ,,OPO,LUX,LIGHT,Family
fr,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Very satisfied,,8,,,,LUX,,,
en,Leisure / Holiday,,,Satisfied,,Website luxair.lu,Yes,Very satisfied,Neutral,,Very satisfied,,No,,,Very satisfied,,,,Very satisfied,,8,,,,LUX,RAK,SMART,Single
fr,Leisure / Holiday,,,Satisfied,,Website luxair.lu,Yes,Very satisfied,Satisfied,,Neutral,,No,,,Satisfied,,Satisfied,,Satisfied,,8,,Plus de récompenses fidélité pour les petits voyageurs ( même si petites par exemple tag pour valise etc),,LUX,LCY,SMART,Single
en,,,Business / Professional reason,Unsatisfied,,Website luxair.lu,No,Very unsatisfied,,No - issue from airport,Satisfied,,Yes,Satisfied,,Very unsatisfied,,Unsatisfied,,,,8,,,,MXP,LUX,FLEX,Single
fr,Leisure / Holiday,,,Very unsatisfied,,Website luxair.lu,Yes,Very unsatisfied,Neutral,Pas assez de comptoirs ouverts. Attente longue ,Very unsatisfied,,No,,,Satisfied,,Very satisfied,,Satisfied,,8,,Ouvrir plus de comptoirs d enregistement ,,LUX,BUD,SMART,Couple
de,,,Business / Professional reason,Very satisfied,,Check-In counter at the airport,Yes,,Very satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,8,,,,HAM,,,
fr,,"Visiting family, friends or relatives",,Neutral,,Mobile App,No,Neutral,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,8,,,,BCN,LUX,LIGHT,Single
fr,Leisure / Holiday,,,Satisfied,,Mobile App,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Unsatisfied,5vols sur 1 tapis. J’ai mis 45 minutes pour récupérer mes bagages. Webtaxi m’a facturé ce surplus d’attente,8,,Améliorer la recupération des bagages à l’arrivée,,PMI,LUX,SMART,Single
en,Leisure / Holiday,"Visiting family, friends or relatives",,Satisfied,,Mobile App,Yes,Neutral,Very satisfied,,Neutral,,No,,,Neutral,Accepting our stroller on board. It had the correct size…,Satisfied,,Satisfied,,8,,,,LUX,FCO,SMART,Family
en,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,,,9,,,,LUX,LIS,,Single
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Satisfied,,,,9,,,Smooth operations,LUX,MUC,LIGHT,Single
en,,,Business / Professional reason,Very satisfied,,Website luxair.lu,Yes,Satisfied,Satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Neutral,,9,,,,CPH,LUX,,Single
en,Leisure / Holiday,,,Very satisfied,,Check-In counter at the airport,Yes,,Satisfied,,Very satisfied,,Yes,Satisfied,,Satisfied,,Satisfied,,Very satisfied,,9,,,,LUX,PSR,SMART,Couple
en,,,Business / Professional reason,Very satisfied,,Mobile App,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Satisfied,,Satisfied,,Very satisfied,,9,,,,LUX,OPO,FLEX,Single
fr,Leisure / Holiday,,,Very satisfied,,Mobile App,No,Very satisfied,,,Satisfied,,No,,,Very satisfied,,Satisfied,,,,9,,,,LUX,NCE,SMART,Couple
fr,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Satisfied,,Yes,Satisfied,,Satisfied,,Satisfied,,,,9,,,Un avion moins brouillant ( à réacteurs),LUX,CDG,BUSINESS,Single
fr,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,Yes,Very satisfied,Very satisfied,,Satisfied,,No,,,Very satisfied,,Satisfied,,Satisfied,,9,,,,LUX,NCE,SMART,Single
fr,,"Visiting family, friends or relatives",,Very satisfied,,Check-In counter at the airport,Yes,,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Very satisfied,,9,,,,VIE,LUX,NONE,Couple
en,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,Yes,Satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,Good organisation and friendly staff ,LUX,LIS,SMART,Couple
fr,,"Visiting family, friends or relatives",,Unsatisfied,,Mobile App,Yes,Satisfied,Very satisfied,,Satisfied,,No,,,Satisfied,,Very satisfied,,Unsatisfied,,9,,,,OPO,LUX,SMART,Couple
fr,,,Business / Professional reason,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Satisfied,,No,,,Very satisfied,,Very satisfied,,,,9,,,,LUX,,,
en,,,Business / Professional reason,Satisfied,,Mobile App,No,Satisfied,,,Very satisfied,,No,,,Satisfied,,Very satisfied,,,,9,,,,GVA,,,
en,,"Visiting family, friends or relatives",,Very satisfied,,Mobile App,Yes,Satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,Stress free flying. ,LCY,LUX,SMART,Single
fr,,"Visiting family, friends or relatives",,Very satisfied,,Check-In counter at the airport,Yes,,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,"Améliorer le retard du vol, ce vol a eu 25 minutes de retard à l'arrivée. ",LUX,OTP,SMART,Single
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,,,9,,,,LCY,LUX,SMART,Single
en,,"Visiting family, friends or relatives",,Satisfied,,Mobile App,No,Satisfied,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,9,,,,MXP,LUX,LIGHT,Single
fr,,"Visiting family, friends or relatives",,Satisfied,,Check-In counter at the airport,Yes,,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Neutral,,9,,,aéroport personnel prêt à donner un renseignement-vol personnel à l'écoute des passagers- respect des horaires- avec le billet possibilité de conjuguer une navette à domicile - une collation à bord pendant le vol-,MLA,LUX,SMART,Single
en,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,Yes,Very satisfied,Very satisfied,,Neutral,,No,,,Satisfied,,Very satisfied,,Very satisfied,,9,,,,LUX,CTA,SMART,Family
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,Yes,Satisfied,,Satisfied,,Satisfied,,,,9,,,"Still, the one and only European airline providing a nice and proper service on board, including drinks and snacks free of charge! ",LUX,VIE,FLEX,Single
en,Leisure / Holiday,"Visiting family, friends or relatives",,Very unsatisfied,,Check-In counter at the airport,Yes,,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Very satisfied,,9,,,"Service, human contact, attention to needs of families travelling with children ",LUX,MAD,SMART,Family
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,No,,,Satisfied,,Neutral,"due to the technical issues, staff on board was efficient and took the initiative to offer the croissant directly to make the waiting time shorter",,,9,,,,LUX,MXP,SMART,Single
de,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Satisfied,,Yes,Satisfied,,Very satisfied,,Very satisfied,,,,9,,,,LUX,,,
fr,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,Yes,Satisfied,Very satisfied,,Neutral,,Yes,Satisfied,,Satisfied,,Very satisfied,,Neutral,Faire plus vite pour eviter d'attendre si logntemps.,9,,,,OPO,LUX,LIGHT,Single
en,Leisure / Holiday,,,Satisfied,,Website luxair.lu,Yes,Satisfied,Very satisfied,,Very satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,"Secure, professional",TFS,LUX,SMART,Family
fr,Leisure / Holiday,,,Very satisfied,,Mobile App,No,Very satisfied,,,Satisfied,,No,,,Very satisfied,,Very satisfied,,,,9,,,,NCE,LUX,LIGHT,Couple
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,No,Satisfied,,,Satisfied,,No,,,Satisfied,,Satisfied,,,,9,,,"easy onboarding, stuff very friendly and everything was smooth",MUC,LUX,SMART,Single
en,,"Visiting family, friends or relatives",,Satisfied,,Mobile App,Yes,Very satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Neutral,"It was slow, we waited 20 min minimum ",9,,,,LUX,AGP,LIGHT,Couple
fr,Leisure / Holiday,,,Satisfied,,Website luxair.lu,Yes,Satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,Le choix des destinations  La ponctualité   L’amabilité du personnel de bord,DXB,LUX,FLEX,Family
fr,,"Visiting family, friends or relatives",,Very satisfied,,Website luxair.lu,No,Very satisfied,,,Very satisfied,,Yes,Satisfied,,,,Satisfied,,,,9,,,Finalement je suis satisfait de mon voyage   Rien à dire de se sujet.   J'adore Luxair.,LUX,VXE,LIGHT,Single
fr,,"Visiting family, friends or relatives",,Satisfied,,Website luxair.lu,Yes,Very satisfied,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Neutral,,9,,,"Pratique ,pas besoin de conduire longtemps pour se rendre à l‘aéroport,personnel très sympathique",LUX,TFS,SMART,Single
en,,"Visiting family, friends or relatives",,Very satisfied,,Mobile App,No,Very satisfied,,,Very satisfied,,Yes,Satisfied,,Satisfied,,Very satisfied,,,,9,,,,LUX,PMI,LIGHT,Single
en,,,Business / Professional reason,Satisfied,,Website luxair.lu,Yes,Satisfied,Very satisfied,,Neutral,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,Luxair equal good service ,LUX,PRG,SMART,Single
en,,"Visiting family, friends or relatives",,Very satisfied,,Mobile App,No,Very satisfied,,,Satisfied,,No,,,Very satisfied,,Satisfied,,,,9,,,Fly attendants really friendly and helpful.,LUX,LIS,LIGHT,Single
fr,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,Yes,Very satisfied,Very satisfied,,Satisfied,,No,,,Very satisfied,,Very satisfied,,Very satisfied,,9,,,"Tout s’est bien passé, donc pas de recommandations particulières. ",AGP,LUX,SMART,Couple
en,,"Visiting family, friends or relatives",,Very satisfied,,Mobile App,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,,,9,,,,LUX,LJU,LIGHT,Single
fr,Leisure / Holiday,,,Neutral,Le gabarit du bagage à main,Mobile App,No,Very satisfied,,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,,,9,,,Prix et ponctualité. Sécurité en toutes circonstances ,LUX,,,
en,,"Visiting family, friends or relatives",,Very unsatisfied,Not really,Self-service terminal at the airport,Yes,,Very satisfied,,Very satisfied,,No,,,Very satisfied,,Very satisfied,,Unsatisfied,"I was travelling with special assistance following a recent operation and although we received the cases without too much delay I waited for more than 40 mins more   before my Luxair ""special assistant"" was able to locate the wheelchair I had sent with me.",9,,,"I travel regularly with Luxair and am impressed each time with their professionalism, friendliness and courtesy.",FAO,LUX,SMART,Couple
de,Leisure / Holiday,,,Satisfied,,Mobile App,Yes,Satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,Satisfied,,9,,,,AGP,LUX,,Single
en,,"Visiting family, friends or relatives",,Very unsatisfied,Better food,Mobile App,Yes,Very unsatisfied,Very unsatisfied,,Very unsatisfied,,No,,,Very unsatisfied,,Very unsatisfied,,Very unsatisfied,,9,,,"Easy mobile check in, short distance flight",LUX,GVA,SMART,Couple
en,Leisure / Holiday,,,Very satisfied,,Website luxair.lu,Yes,Satisfied,Satisfied,,Satisfied,,No,,,Satisfied,,Very satisfied,,Neutral,,9,,,flight was punctual and cabin clean,LUX,BLQ,SMART,Family
de,,"Visiting family, friends or relatives",,Satisfied,,Check-In counter at the airport,No,,Satisfied,,Satisfied,,No,,,Satisfied,,Satisfied,,,,9,,,,CPH,LUX,REDEMPTIONS M,
